alignment_type,sample,analyst_alignment,horizon,n,mean_spy_bhar,median_spy_bhar,t_stat,p_value,winsorized_mean_spy_bhar,bootstrap_ci_lower,bootstrap_ci_upper,warning_flags
analyst_alignment_diagnostic,non_top,analyst_bullish_aligned,5D,654,-0.0001280267148134599,-0.00198071211568765,-0.07807738623365877,0.9377664954424882,-0.0003877106042064122,-0.003068880888863499,0.0030241661870107983,
analyst_alignment_diagnostic,non_top,analyst_bullish_aligned,21D,654,0.0010960580494237334,-0.0043624641680828,0.358721247156668,0.7198036319485275,0.0011998681639292927,-0.004584768986699834,0.0072445843963055605,
analyst_alignment_diagnostic,non_top,analyst_bullish_aligned,63D,654,0.008338877484059214,-0.013821231933344849,1.5735749227106943,0.11558575456545794,0.008666533477873623,-0.0013310972332971477,0.019814510005574208,
analyst_alignment_diagnostic,full,analyst_neutral_or_mixed,5D,180,-0.022577533498999686,-0.01368582585043595,-3.401450586687063,0.0006702924523334097,-0.020189079439749544,-0.034951611631025864,-0.008376330631001018,
analyst_alignment_diagnostic,full,analyst_neutral_or_mixed,21D,180,-0.09236842785753782,-0.0676353032617234,-5.798867484980375,6.6764263007002e-09,-0.0933064555386851,-0.12301066823301003,-0.06148729168740966,
analyst_alignment_diagnostic,full,analyst_neutral_or_mixed,63D,180,-0.17813451182141474,-0.1507811954331542,-10.045443517105959,0.0,-0.17874574328755072,-0.21183249823416345,-0.14270757163401343,
analyst_alignment_diagnostic,top5,analyst_neutral_or_mixed,5D,0,,,,,,,,thin_n_lt_50
analyst_alignment_diagnostic,top5,analyst_neutral_or_mixed,21D,0,,,,,,,,thin_n_lt_50
analyst_alignment_diagnostic,top5,analyst_neutral_or_mixed,63D,0,,,,,,,,thin_n_lt_50
analyst_alignment_diagnostic,non_top,analyst_neutral_or_mixed,5D,180,-0.022577533498999686,-0.01368582585043595,-3.401450586687063,0.0006702924523334097,-0.020189079439749544,-0.034951611631025864,-0.008376330631001018,
analyst_alignment_diagnostic,non_top,analyst_neutral_or_mixed,21D,180,-0.09236842785753782,-0.0676353032617234,-5.798867484980375,6.6764263007002e-09,-0.0933064555386851,-0.12301066823301003,-0.06148729168740966,
