ticker,record_date,firm,to_grade,from_grade,action,source
AAPL,2023-07-27,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-07-25,Morgan Stanley,Overweight,Overweight,reit,yfinance_upgrades_downgrades
AAPL,2023-07-24,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-07-24,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2023-07-20,Credit Suisse,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-07-20,Citigroup,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-07-19,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-07-17,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-07-11,Keybanc,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-07-05,UBS,Neutral,Neutral,reit,yfinance_upgrades_downgrades
AAPL,2023-06-30,Citigroup,Buy,,init,yfinance_upgrades_downgrades
AAPL,2023-06-23,Tigress Financial,Strong Buy,Strong Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-06-14,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-06-13,UBS,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2023-06-07,Wedbush,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-06-06,Credit Suisse,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-06-06,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-06-06,Needham,Buy,,reit,yfinance_upgrades_downgrades
AAPL,2023-06-06,DA Davidson,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2023-06-05,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-06-05,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-06-02,Morgan Stanley,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2023-06-02,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2023-05-31,Wedbush,Outperform,Outperform,reit,yfinance_upgrades_downgrades
AAPL,2023-05-22,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-05-22,Loop Capital,Hold,Buy,down,yfinance_upgrades_downgrades
AAPL,2023-05-12,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-05-05,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-05-05,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2023-05-05,B of A Securities,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2023-05-05,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-05-05,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2023-05-04,Rosenblatt,Buy,,reit,yfinance_upgrades_downgrades
AAPL,2023-05-02,Baird,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2023-05-01,B of A Securities,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2023-04-30,"Monness, Crespi, Hardt",Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2023-04-28,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2023-04-27,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-04-26,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-04-26,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2023-04-19,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2023-04-17,Wedbush,Outperform,,reit,yfinance_upgrades_downgrades
AAPL,2023-04-13,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-04-13,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2023-04-05,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2023-04-05,B of A Securities,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2023-03-30,Needham,Buy,,reit,yfinance_upgrades_downgrades
AAPL,2023-03-10,LightShed Partners,Sell,Neutral,down,yfinance_upgrades_downgrades
AAPL,2023-03-10,Needham,Buy,,reit,yfinance_upgrades_downgrades
AAPL,2023-03-08,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2023-03-06,Goldman Sachs,Buy,,init,yfinance_upgrades_downgrades
AAPL,2023-03-02,Jefferies,Buy,Buy,reit,yfinance_upgrades_downgrades
AAPL,2023-02-06,Evercore ISI Group,Outperform,,reit,yfinance_upgrades_downgrades
AAPL,2023-02-03,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-02-03,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2023-02-03,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2023-02-03,New Street Research,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-02-03,Needham,Buy,,reit,yfinance_upgrades_downgrades
AAPL,2023-02-03,Piper Sandler,Overweight,,reit,yfinance_upgrades_downgrades
AAPL,2023-01-27,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2023-01-23,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-01-19,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2023-01-18,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-01-13,Rosenblatt,Buy,,main,yfinance_upgrades_downgrades
AAPL,2023-01-11,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2023-01-09,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2023-01-04,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2023-01-04,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2023-01-03,Exane BNP Paribas,Neutral,Outperform,down,yfinance_upgrades_downgrades
AAPL,2022-12-20,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-12-12,Oppenheimer,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-11-08,UBS,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-11-08,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-11-07,B of A Securities,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2022-11-07,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-10-28,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-10-28,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-10-28,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-10-28,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-10-21,"Monness, Crespi, Hardt",Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-10-17,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-10-13,Credit Suisse,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-10-11,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-09-29,Rosenblatt,Buy,Neutral,up,yfinance_upgrades_downgrades
AAPL,2022-09-29,B of A Securities,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2022-09-20,Evercore ISI Group,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-09-06,"Monness, Crespi, Hardt",Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-09-06,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2022-08-22,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-08-19,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-08-17,Credit Suisse,Outperform,Neutral,up,yfinance_upgrades_downgrades
AAPL,2022-08-15,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2022-08-02,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-07-29,Rosenblatt,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2022-07-29,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-07-29,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-07-29,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-07-26,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-07-20,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-07-19,Goldman Sachs,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2022-07-13,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-07-13,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-07-12,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-07-12,Keybanc,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-07-10,"Monness, Crespi, Hardt",Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-06-30,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2022-06-28,Evercore ISI Group,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-06-15,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-06-14,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-06-07,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-05-19,B of A Securities,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-05-17,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-05-10,HSBC,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2022-05-02,Rosenblatt,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2022-04-29,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2022-04-29,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-04-29,Piper Sandler,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-04-24,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2022-04-19,Rosenblatt,Neutral,,init,yfinance_upgrades_downgrades
AAPL,2022-03-31,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-03-24,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-03-11,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-03-09,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-02-15,Tigress Financial,Strong Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-01-31,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2022-01-28,New Street Research,Neutral,Sell,up,yfinance_upgrades_downgrades
AAPL,2022-01-28,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-01-28,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2022-01-28,UBS,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-01-28,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2022-01-24,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-01-21,Wells Fargo,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2022-01-19,B of A Securities,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-01-18,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2022-01-14,Loop Capital,Buy,,main,yfinance_upgrades_downgrades
AAPL,2022-01-07,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2022-01-05,Evercore ISI Group,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2021-12-22,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-12-14,Evercore ISI Group,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-12-14,B of A Securities,Buy,Neutral,up,yfinance_upgrades_downgrades
AAPL,2021-12-13,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-12-07,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-12-06,Keybanc,Overweight,,init,yfinance_upgrades_downgrades
AAPL,2021-12-03,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2021-12-02,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-11-23,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2021-11-17,New Street Research,Sell,Sell,main,yfinance_upgrades_downgrades
AAPL,2021-11-09,Tigress Financial,Strong Buy,Strong Buy,main,yfinance_upgrades_downgrades
AAPL,2021-10-29,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-10-29,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2021-10-29,Oppenheimer,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-10-28,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2021-10-27,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-10-11,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2021-09-22,Tigress Financial,Strong Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-09-09,Piper Sandler,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-09-08,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2021-09-01,Wolfe Research,Peer Perform,Underperform,up,yfinance_upgrades_downgrades
AAPL,2021-08-13,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2021-07-28,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-07-28,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-07-28,Wolfe Research,Underperform,Underperform,main,yfinance_upgrades_downgrades
AAPL,2021-07-28,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2021-07-22,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-07-20,UBS,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-07-15,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-07-14,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-07-06,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-06-30,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2021-06-24,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-05-28,New Street Research,Sell,Neutral,down,yfinance_upgrades_downgrades
AAPL,2021-05-19,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Wolfe Research,Underperform,Underperform,main,yfinance_upgrades_downgrades
AAPL,2021-04-29,Goldman Sachs,Neutral,Sell,up,yfinance_upgrades_downgrades
AAPL,2021-04-27,JP Morgan,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2021-04-21,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-04-21,Wolfe Research,Underperform,Underperform,main,yfinance_upgrades_downgrades
AAPL,2021-04-16,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-04-08,UBS,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2021-04-06,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-03-31,UBS,Buy,Neutral,up,yfinance_upgrades_downgrades
AAPL,2021-03-24,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2021-03-16,Evercore ISI Group,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-03-10,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,Bernstein,Market Perform,,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,Needham,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-01-28,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-01-26,Cascend,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-01-26,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2021-01-26,RBC Capital,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2021-01-25,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-01-22,Cowen & Co.,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2021-01-21,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2021-01-15,Loop Capital,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2021-01-14,Barclays,Equal-Weight,,main,yfinance_upgrades_downgrades
AAPL,2021-01-12,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2021-01-11,Wolfe Research,Underperform,Underperform,main,yfinance_upgrades_downgrades
AAPL,2021-01-06,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2021-01-05,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2021-01-05,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2020-12-16,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-12-15,Cascend,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-12-14,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2020-12-09,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-11-30,Loop Capital,Buy,Hold,up,yfinance_upgrades_downgrades
AAPL,2020-10-30,DA Davidson,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2020-10-30,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2020-10-30,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-10-26,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2020-10-22,Piper Sandler,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-10-21,B of A Securities,Neutral,Neutral,main,yfinance_upgrades_downgrades
AAPL,2020-10-14,Jefferies,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2020-10-14,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2020-10-14,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-10-13,Piper Sandler,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2020-10-12,RBC Capital,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-09-22,Raymond James,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-09-21,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-09-17,Jefferies,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-09-16,Needham,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-09-10,Baird,Outperform,Outperform,main,yfinance_upgrades_downgrades
AAPL,2020-09-01,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2020-09-01,JP Morgan,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-09-01,B of A Securities,Neutral,,reit,yfinance_upgrades_downgrades
AAPL,2020-08-31,Argus Research,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-08-31,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-08-25,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-08-24,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-08-14,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2020-08-10,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-08-05,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2020-08-05,Wells Fargo,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-08-05,B of A Securities,Neutral,Buy,down,yfinance_upgrades_downgrades
AAPL,2020-07-31,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-07-31,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-07-29,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2020-07-28,"Monness, Crespi, Hardt",Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2020-07-24,Bernstein,Market Perform,Market Perform,main,yfinance_upgrades_downgrades
AAPL,2020-07-24,Wolfe Research,Underperform,,init,yfinance_upgrades_downgrades
AAPL,2020-07-24,Wells Fargo,Overweight,Overweight,main,yfinance_upgrades_downgrades
AAPL,2020-07-16,Canaccord Genuity,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-07-15,Needham,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-07-13,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-07-13,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-07-08,Deutsche Bank,Buy,Buy,main,yfinance_upgrades_downgrades
AAPL,2020-07-07,Cascend,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-07-07,Raymond James,Outperform,,reit,yfinance_upgrades_downgrades
AAPL,2020-06-25,Barclays,Equal-Weight,Equal-Weight,main,yfinance_upgrades_downgrades
AAPL,2020-06-25,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-23,Loop Capital,Hold,Hold,main,yfinance_upgrades_downgrades
AAPL,2020-06-23,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-06-23,Bernstein,Market Perform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-23,Goldman Sachs,Sell,Sell,main,yfinance_upgrades_downgrades
AAPL,2020-06-23,Baird,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-22,Cowen & Co.,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-17,RBC Capital,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-16,Citigroup,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-06-11,B of A Securities,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-06-11,Wells Fargo,Overweight,,main,yfinance_upgrades_downgrades
AAPL,2020-06-11,HSBC,Hold,Reduce,up,yfinance_upgrades_downgrades
AAPL,2020-06-10,Deutsche Bank,Buy,,main,yfinance_upgrades_downgrades
AAPL,2020-06-05,Wedbush,Outperform,,main,yfinance_upgrades_downgrades
AAPL,2020-06-05,Credit Suisse,Neutral,,main,yfinance_upgrades_downgrades
AAPL,2020-06-03,Morgan Stanley,Overweight,,main,yfinance_upgrades_downgrades
