event_id,ticker,data_ticker,creator,title,published_at,event_timestamp_utc,event_timestamp_aligned_utc,event_timestamp_aligned_et,recommendation_type,direction,return_5m,return_15m,return_30m,return_60m,return_to_close,benchmark_return_5m,benchmark_return_15m,benchmark_return_30m,benchmark_return_60m,benchmark_return_to_close,abnormal_return_5m,abnormal_return_15m,abnormal_return_30m,abnormal_return_60m,abnormal_return_to_close,pre_event_return_60m,volume_change_30m,volume_change_60m,missing_intraday_data_flag,missing_intraday_data_reason,data_source
471,AMD,AMD,Sasha Yanshin,ChatGPT Just Gave Me Financial Advice,2023-02-13T20:08:04Z,2023-02-13T20:08:04Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
28,AAPL,AAPL,New Money,How to Calculate the Intrinsic Value of a Stock (Full Example),2023-02-10T15:42:05Z,2023-02-10T15:42:05Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
195,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
197,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
198,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
199,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
200,TSLA,TSLA,HyperChange,Getting Ready To Buy More Tesla Stock,2022-12-15T19:04:03Z,2022-12-15T19:04:03Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
7,AMZN,AMZN,The Plain Bagel,Investment Analyst Reacts to Investing TikToks (Part 4),2022-12-02T17:00:13Z,2022-12-02T17:00:13Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
46,DIS,DIS,The Plain Bagel,Live Birthday Q&A Stream # 2,2022-11-18T02:56:56Z,2022-11-18T02:56:56Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
487,NVDA,NVDA,Ticker Symbol: YOU,AMD's New GPUs Are BIG Trouble for Nvidia Stock (NVDA),2022-11-14T17:12:42Z,2022-11-14T17:12:42Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
485,MSFT,MSFT,Joseph Carlson,Why Investors Are Panic Selling Disney (-13% Today),2022-11-09T21:02:17Z,2022-11-09T21:02:17Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
12,MSFT,MSFT,Joseph Carlson,Responding To Critics: How I Value My Companies | Joseph Carlson Ep. 276,2022-10-03T23:05:48Z,2022-10-03T23:05:48Z,,,avoid,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
13,MSFT,MSFT,Joseph Carlson,Responding To Critics: How I Value My Companies | Joseph Carlson Ep. 276,2022-10-03T23:05:48Z,2022-10-03T23:05:48Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
424,DIS,DIS,Joseph Carlson,This Is When I'll Buy These Companies | Joseph Carlson Ep. 275,2022-09-30T20:43:25Z,2022-09-30T20:43:25Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
425,DIS,DIS,Joseph Carlson,This Is When I'll Buy These Companies | Joseph Carlson Ep. 275,2022-09-30T20:43:25Z,2022-09-30T20:43:25Z,,,portfolio_update,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
437,AMD,AMD,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
438,AMD,AMD,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
433,TSLA,TSLA,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
434,TSLA,TSLA,Sasha Yanshin,I LOST SO MUCH MONEY! (Man Vs The Market Portfolio Update),2022-09-20T13:21:54Z,2022-09-20T13:21:54Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
466,TSLA,TSLA,Chicken Genius Singapore,"When I say SELL, YOU SELL",2021-12-31T14:00:11Z,2021-12-31T14:00:11Z,,,sell,negative,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
460,TSLA,TSLA,Chicken Genius Singapore,Tesla Stock Catalyst 2022 + Price Target,2021-12-10T14:00:09Z,2021-12-10T14:00:09Z,,,price_target,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
470,TSLA,TSLA,Chicken Genius Singapore,Manipulation of Tesla Stock and Bitcoin - Wyckoff Distribution Method,2021-06-04T13:00:24Z,2021-06-04T13:00:24Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
420,SQ,SQ,Chicken Genius Singapore,Stocks to buy Now using this NEW Criteria,2020-12-07T14:00:11Z,2020-12-07T14:00:11Z,,,buy,positive,,,,,,,,,,,,,,,,,,,True,no intraday data for this event_id,
